
[2020-04-08 02:44:35.678] ,,38,25.22,72.40
[2020-04-08 02:47:05.679] ,,38,25.36,72.29
[2020-04-08 02:49:35.695] ,,38,25.31,72.09
[2020-04-08 02:52:05.698] ,,39,25.20,71.47
[2020-04-08 02:54:35.699] ,,38,25.24,72.09
[2020-04-08 02:57:05.700] ,,39,25.25,72.24
[2020-04-08 02:59:35.701] ,,39,25.27,71.73
[2020-04-08 03:02:05.702] ,,39,25.37,72.13
[2020-04-08 03:04:35.703] ,,39,25.38,72.52
[2020-04-08 03:07:05.720] ,,39,25.31,71.47
[2020-04-08 03:09:35.721] ,,39,25.32,71.48
[2020-04-08 03:12:05.722] ,,39,25.28,71.34
[2020-04-08 03:14:35.723] ,,39,25.24,71.42
[2020-04-08 03:17:05.724] ,,39,25.31,71.22
[2020-04-08 03:19:35.725] ,,39,25.35,71.18
[2020-04-08 03:22:05.743] ,,39,25.40,71.41
[2020-04-08 03:24:35.745] ,,39,25.23,71.03
[2020-04-08 03:27:05.746] ,,39,25.24,71.34
[2020-04-08 03:29:35.747] ,,39,25.39,71.84
[2020-04-08 03:32:05.748] ,,39,25.42,71.64
[2020-04-08 03:34:35.750] ,,39,25.44,71.36
[2020-04-08 03:37:05.752] ,,39,25.37,71.26
[2020-04-08 03:39:35.769] ,,39,25.37,70.97
[2020-04-08 03:42:05.770] ,,40,25.40,71.56
[2020-04-08 03:44:35.771] ,,40,25.43,70.98
[2020-04-08 03:47:05.773] ,,40,25.42,71.49
[2020-04-08 03:49:35.774] ,,40,25.40,71.67
[2020-04-08 03:52:05.775] ,,40,25.38,71.69
[2020-04-08 03:54:35.791] ,,40,25.44,72.03
[2020-04-08 03:57:05.793] ,,40,25.38,71.68
[2020-04-08 03:59:35.794] ,,40,25.37,72.11
[2020-04-08 04:02:05.795] ,,40,25.46,72.17
[2020-04-08 04:04:35.796] ,,40,25.39,71.81
[2020-04-08 04:07:05.798] ,,40,25.39,72.15
[2020-04-08 04:09:35.800] ,,40,25.39,72.31
[2020-04-08 04:12:05.817] ,,40,25.37,72.13
[2020-04-08 04:14:35.818] ,,40,25.30,72.35
[2020-04-08 04:17:05.819] ,,41,25.30,72.50
[2020-04-08 04:19:35.820] ,,41,25.28,72.48
[2020-04-08 04:22:05.822] ,,41,25.33,72.61
[2020-04-08 04:24:35.823] ,,41,25.30,72.44
[2020-04-08 04:27:05.839] ,,41,25.34,72.60
[2020-04-08 04:29:35.840] ,,41,25.37,72.71
[2020-04-08 04:32:05.841] ,,41,25.42,72.24
[2020-04-08 04:34:35.842] ,,41,25.49,72.28
[2020-04-08 04:37:05.843] ,,41,25.47,71.35
[2020-04-08 04:39:35.845] ,,41,25.38,71.70
[2020-04-08 04:42:05.846] ,,41,25.47,71.63
[2020-04-08 04:44:35.863] ,,41,25.35,71.63
[2020-04-08 04:47:05.865] ,,41,25.36,71.37
[2020-04-08 04:49:35.868] ,,41,25.33,71.25
[2020-04-08 04:52:05.870] ,,42,25.27,71.79
[2020-04-08 04:54:35.871] ,,42,25.34,71.55
[2020-04-08 04:57:05.872] ,,42,25.33,71.54
[2020-04-08 04:59:35.873] ,,42,25.25,71.38
[2020-04-08 05:02:05.889] ,,42,25.31,71.95
[2020-04-08 05:04:35.889] ,,42,25.43,71.95
[2020-04-08 05:07:05.905] ,,42,25.46,71.49
[2020-04-08 05:09:35.905] ,,42,25.49,71.59
[2020-04-08 05:12:05.890] ,,42,25.36,71.01
[2020-04-08 05:14:35.906] ,,42,25.39,71.13
[2020-04-08 05:17:05.906] ,,42,25.20,71.17
[2020-04-08 05:19:35.906] ,,42,25.21,71.67
[2020-04-08 05:22:05.922] ,,42,25.10,71.65
[2020-04-08 05:24:35.907] ,,42,25.18,71.75
[2020-04-08 05:27:05.923] ,,42,25.21,71.50
[2020-04-08 05:29:35.908] ,,42,25.01,71.17
[2020-04-08 05:32:05.908] ,,42,25.08,71.50
[2020-04-08 05:34:35.924] ,,42,25.08,71.17
[2020-04-08 05:37:05.940] ,,42,24.95,70.76
[2020-04-08 05:39:35.940] ,,42,25.08,71.29
[2020-04-08 05:42:05.940] ,,42,25.21,70.79
[2020-04-08 05:44:35.941] ,,42,25.18,70.82
[2020-04-08 05:47:05.941] ,,42,25.21,70.67
[2020-04-08 05:49:35.957] ,,42,25.14,70.20
[2020-04-08 05:52:05.942] ,,43,25.18,70.82
[2020-04-08 05:54:35.942] ,,42,25.17,70.36
[2020-04-08 05:57:05.958] ,,43,25.20,70.48
[2020-04-08 05:59:35.958] ,,43,25.08,70.44
[2020-04-08 06:02:05.958] ,,43,25.01,70.79
[2020-04-08 06:04:35.974] ,,43,25.02,70.47
[2020-04-08 06:07:05.959] ,,43,24.93,70.64
[2020-04-08 06:09:35.959] ,,43,24.89,70.78
[2020-04-08 06:12:05.975] ,,43,24.85,71.13
[2020-04-08 06:14:35.975] ,,43,24.98,71.27
[2020-04-08 06:17:05.976] ,,43,25.11,70.97
[2020-04-08 06:19:35.976] ,,43,25.01,70.97
[2020-04-08 06:22:05.976] ,,43,25.03,71.09
[2020-04-08 06:24:35.977] ,,43,24.93,71.34
[2020-04-08 06:27:05.977] ,,43,24.98,71.40
[2020-04-08 06:29:35.993] ,,43,24.99,71.32
[2020-04-08 06:32:05.995] ,,43,25.02,71.52
[2020-04-08 06:34:36.012] ,,43,25.07,71.57
[2020-04-08 06:37:05.998] ,,43,25.12,71.42
[2020-04-08 06:39:35.999] ,,43,25.10,71.60
[2020-04-08 06:42:06.000] ,,43,25.11,71.06
[2020-04-08 06:44:36.002] ,,43,25.17,71.47
[2020-04-08 06:47:06.003] ,,43,25.10,71.37
[2020-04-08 06:49:36.020] ,,43,25.08,71.37
[2020-04-08 06:52:06.021] ,,43,25.13,71.41
[2020-04-08 06:54:36.022] ,,43,25.25,71.57
[2020-04-08 06:57:06.023] ,,43,25.29,71.66
[2020-04-08 06:59:36.024] ,,43,25.22,71.49
[2020-04-08 07:02:06.024] ,,43,25.03,71.61
[2020-04-08 07:04:36.041] ,,43,24.91,71.36
[2020-04-08 07:07:06.042] ,,43,24.94,71.62
[2020-04-08 07:09:36.043] ,,43,24.98,71.46
[2020-04-08 07:12:06.044] ,,43,25.02,71.06
[2020-04-08 07:14:36.045] ,,43,24.92,70.13
[2020-04-08 07:17:06.062] ,,43,24.86,69.79
[2020-04-08 07:19:36.050] ,,43,24.91,69.88
[2020-04-08 07:22:06.067] ,,43,24.80,68.87
[2020-04-08 07:24:36.069] ,,43,24.89,69.15
[2020-04-08 07:27:06.070] ,,44,24.89,68.92
[2020-04-08 07:29:36.071] ,,44,25.04,68.95
[2020-04-08 07:32:06.072] ,,44,24.99,68.36
[2020-04-08 07:34:36.089] ,,44,25.12,68.25
[2020-04-08 07:37:06.075] ,,44,25.01,67.38
[2020-04-08 07:39:36.092] ,,44,25.07,67.92
[2020-04-08 07:42:06.093] ,,44,25.14,67.13
[2020-04-08 07:44:36.095] ,,44,25.16,67.63
[2020-04-08 07:47:06.096] ,,44,25.18,67.51
[2020-04-08 07:49:36.098] ,,44,25.12,67.50
[2020-04-08 07:52:06.099] ,,44,25.05,67.35
[2020-04-08 07:54:36.116] ,,44,25.11,67.43
[2020-04-08 07:57:06.118] ,,44,25.20,67.67
[2020-04-08 07:59:36.120] ,,44,25.30,67.91
[2020-04-08 08:02:06.121] ,,44,25.29,67.88
[2020-04-08 08:04:36.123] ,,44,25.36,67.70
[2020-04-08 08:07:06.124] ,,44,25.38,67.74
[2020-04-08 08:09:36.126] ,,44,25.38,67.98
[2020-04-08 08:12:06.127] ,,44,25.42,68.05
[2020-04-08 08:14:36.144] ,,44,25.45,67.87
[2020-04-08 08:17:06.145] ,,44,25.33,67.73
[2020-04-08 08:19:36.162] ,,44,25.46,68.14
[2020-04-08 08:22:06.148] ,,44,25.51,67.86
[2020-04-08 08:24:36.149] ,,44,25.48,67.70
[2020-04-08 08:27:06.150] ,,45,25.41,66.83
[2020-04-08 08:29:36.167] ,,44,25.48,67.52
[2020-04-08 08:32:06.168] ,,44,25.59,67.18
[2020-04-08 08:34:36.170] ,,44,25.67,67.67
[2020-04-08 08:37:06.171] ,,44,25.75,67.31
[2020-04-08 08:39:36.172] ,,44,25.79,67.99
[2020-04-08 08:42:06.173] ,,44,25.84,67.19
[2020-04-08 08:44:36.174] ,,44,25.85,67.99
[2020-04-08 08:47:06.191] ,,44,25.88,68.28
[2020-04-08 08:49:36.193] ,,44,25.96,68.38
[2020-04-08 08:52:06.193] ,,44,26.01,68.33
[2020-04-08 08:54:36.195] ,,45,26.05,68.12
[2020-04-08 08:57:06.196] ,,45,26.11,67.45
[2020-04-08 08:59:36.197] ,,45,26.15,67.70
[2020-04-08 09:02:06.214] ,,45,26.14,66.56
[2020-04-08 09:04:36.215] ,,45,26.21,66.92
[2020-04-08 09:07:06.217] ,,45,26.31,66.54
[2020-04-08 09:09:36.218] ,,45,26.26,66.87
[2020-04-08 09:12:06.219] ,,45,26.17,65.67
[2020-04-08 09:14:36.222] ,,45,26.19,65.93
[2020-04-08 09:17:06.223] ,,45,26.26,65.38
[2020-04-08 09:19:36.224] ,,45,26.24,64.06
[2020-04-08 09:22:06.241] ,,45,26.30,64.18
[2020-04-08 09:24:36.243] ,,45,26.31,64.66
[2020-04-08 09:27:06.245] ,,45,26.29,64.11
[2020-04-08 09:29:36.246] ,,45,26.29,63.82
[2020-04-08 09:32:06.247] ,,45,26.30,62.47
[2020-04-08 09:34:36.248] ,,45,26.24,63.44
[2020-04-08 09:37:06.265] ,,45,26.26,62.67
[2020-04-08 09:39:36.266] ,,45,26.27,62.14
[2020-04-08 09:42:06.267] ,,45,26.26,62.59
[2020-04-08 09:44:36.268] ,,45,26.29,63.21
[2020-04-08 09:47:06.270] ,,45,26.39,62.42
[2020-04-08 09:49:36.272] ,,45,26.43,62.18
[2020-04-08 09:52:06.273] ,,45,26.49,63.12
[2020-04-08 09:54:36.289] ,,45,26.55,63.33
[2020-04-08 09:57:06.291] ,,45,26.53,62.97
[2020-04-08 09:59:36.292] ,,45,26.67,64.61
[2020-04-08 10:02:06.293] ,,45,26.69,65.49
[2020-04-08 10:04:36.294] ,,45,26.70,64.44
[2020-04-08 10:07:06.295] ,,45,26.65,62.91
[2020-04-08 10:09:36.312] ,,45,26.47,60.24
[2020-04-08 10:12:06.313] ,,45,26.43,59.99
[2020-04-08 10:14:36.315] ,,45,26.51,61.11
[2020-04-08 10:17:06.316] ,,45,26.67,61.16
[2020-04-08 10:19:36.318] ,,45,26.70,62.20
[2020-04-08 10:22:06.319] ,,45,26.81,63.85
[2020-04-08 10:24:36.336] ,,45,26.84,64.12
[2020-04-08 10:27:06.337] ,,45,26.79,63.46
[2020-04-08 10:29:36.339] ,,45,26.74,62.67
[2020-04-08 10:32:06.340] ,,45,26.78,64.97
[2020-04-08 10:34:36.342] ,,45,26.68,64.22
[2020-04-08 10:37:06.343] ,,45,26.68,63.74
[2020-04-08 10:39:36.344] ,,45,26.73,64.73
[2020-04-08 10:42:06.362] ,,45,26.76,62.91
[2020-04-08 10:44:36.364] ,,45,26.75,63.75
[2020-04-08 10:47:06.365] ,,45,26.76,64.31
[2020-04-08 10:49:36.366] ,,45,26.74,63.72
[2020-04-08 10:52:06.368] ,,45,26.70,63.35
[2020-04-08 10:54:36.370] ,,45,26.77,61.70
[2020-04-08 10:57:06.371] ,,45,26.84,62.54
[2020-04-08 10:59:36.373] ,,45,26.99,63.57
[2020-04-08 11:02:06.389] ,,45,27.17,63.02
[2020-04-08 11:04:36.390] ,,45,27.29,63.15
[2020-04-08 11:07:06.392] ,,45,27.32,63.36
[2020-04-08 11:09:36.393] ,,45,27.19,63.40
[2020-04-08 11:12:06.394] ,,45,27.18,64.23
[2020-04-08 11:14:36.394] ,,45,27.32,63.69
[2020-04-08 11:17:06.395] ,,45,27.43,63.34
[2020-04-08 11:19:36.412] ,,45,27.49,63.93
[2020-04-08 11:22:06.414] ,,45,27.45,62.78
[2020-04-08 11:24:36.415] ,,45,27.48,62.87
[2020-04-08 11:27:06.417] ,,45,27.67,63.08
[2020-04-08 11:29:36.418] ,,45,27.73,62.83
[2020-04-08 11:32:06.419] ,,46,nan,nan
[2020-04-08 11:34:36.436] ,,45,nan,nan
[2020-04-08 11:37:06.437] ,,45,nan,nan
[2020-04-08 11:39:36.439] ,,46,nan,nan
[2020-04-08 11:42:06.440] ,,46,nan,nan
[2020-04-08 11:44:36.441] ,,46,nan,nan
[2020-04-08 11:47:06.442] ,,46,nan,nan
[2020-04-08 11:49:36.443] ,,46,nan,nan
[2020-04-08 11:52:06.460] ,,46,nan,nan
[2020-04-08 11:54:36.462] ,,46,nan,nan
[2020-04-08 11:57:06.463] ,,46,nan,nan
[2020-04-08 11:59:36.464] ,,46,nan,nan
[2020-04-08 12:02:06.465] ,,46,nan,nan
[2020-04-08 12:04:36.466] ,,46,nan,nan
[2020-04-08 12:07:06.468] ,,46,nan,nan
[2020-04-08 12:09:36.485] ,,46,nan,nan
[2020-04-08 12:12:06.487] ,,46,nan,nan
[2020-04-08 12:14:36.489] ,,46,nan,nan
[2020-04-08 12:17:06.490] ,,46,nan,nan
[2020-04-08 12:19:36.491] ,,46,nan,nan
[2020-04-08 12:22:06.492] ,,46,nan,nan
[2020-04-08 12:24:36.493] ,,46,nan,nan
[2020-04-08 12:27:06.510] ,,46,nan,nan
[2020-04-08 12:29:36.512] ,,46,nan,nan
[2020-04-08 12:32:06.514] ,,46,nan,nan
[2020-04-08 12:34:36.531] ,,46,nan,nan
[2020-04-08 12:37:06.517] ,,46,nan,nan
[2020-04-08 12:39:36.518] ,,46,nan,nan
[2020-04-08 12:42:06.519] ,,46,nan,nan
[2020-04-08 12:44:36.521] ,,46,nan,nan
[2020-04-08 12:47:06.538] ,,46,nan,nan
[2020-04-08 12:49:36.539] ,,46,nan,nan
[2020-04-08 12:52:06.541] ,,46,nan,nan
[2020-04-08 12:54:36.542] ,,46,nan,nan
[2020-04-08 12:57:06.543] ,,46,nan,nan
[2020-04-08 12:59:36.545] ,,46,nan,nan
[2020-04-08 13:02:06.546] ,,46,nan,nan
[2020-04-08 13:04:36.562] ,,46,nan,nan
[2020-04-08 13:07:06.563] ,,46,nan,nan
[2020-04-08 13:09:36.565] ,,46,nan,nan
[2020-04-08 13:12:06.566] ,,46,nan,nan
[2020-04-08 13:14:36.569] ,,46,nan,nan
[2020-04-08 13:17:06.587] ,,46,nan,nan
[2020-04-08 13:19:36.573] ,,46,nan,nan
[2020-04-08 13:22:06.589] ,,46,nan,nan
[2020-04-08 13:24:36.591] ,,47,nan,nan
[2020-04-08 13:27:06.592] ,,47,nan,nan
[2020-04-08 13:29:36.593] ,,47,nan,nan
[2020-04-08 13:32:06.594] ,,47,nan,nan
[2020-04-08 13:34:36.595] ,,47,nan,nan
[2020-04-08 13:37:06.596] ,,47,nan,nan
[2020-04-08 13:39:36.598] ,,47,nan,nan
[2020-04-08 13:42:06.615] ,,47,nan,nan
[2020-04-08 13:44:36.616] ,,47,nan,nan
[2020-04-08 13:47:06.617] ,,47,nan,nan
[2020-04-08 13:49:36.618] ,,47,nan,nan
[2020-04-08 13:52:06.620] ,,47,nan,nan
[2020-04-08 13:54:36.637] ,,47,nan,nan
[2020-04-08 13:57:06.638] ,,47,nan,nan
[2020-04-08 13:59:36.639] ,,47,nan,nan
[2020-04-08 14:02:06.641] ,,47,nan,nan
[2020-04-08 14:04:36.642] ,,47,nan,nan
[2020-04-08 14:07:06.643] ,,47,nan,nan
[2020-04-08 14:09:36.660] ,,47,nan,nan
[2020-04-08 14:12:06.661] ,,47,nan,nan
[2020-04-08 14:14:36.662] ,,47,nan,nan
[2020-04-08 14:17:06.664] ,,47,nan,nan
[2020-04-08 14:19:36.666] ,,47,nan,nan
[2020-04-08 14:22:06.682] ,,48,nan,nan
[2020-04-08 14:24:36.683] ,,48,nan,nan
[2020-04-08 14:27:06.685] ,,48,nan,nan
[2020-04-08 14:29:36.686] ,,48,nan,nan
[2020-04-08 14:32:06.688] ,,48,nan,nan
[2020-04-08 14:34:36.689] ,,48,nan,nan
[2020-04-08 14:37:06.690] ,,48,nan,nan
[2020-04-08 14:39:36.707] ,,48,nan,nan
[2020-04-08 14:42:06.709] ,,48,nan,nan
[2020-04-08 14:44:36.710] ,,48,nan,nan
[2020-04-08 14:47:06.711] ,,48,nan,nan
[2020-04-08 14:49:36.712] ,,48,nan,nan
[2020-04-08 14:52:06.714] ,,48,nan,nan
[2020-04-08 14:54:36.730] ,,48,nan,nan
[2020-04-08 14:57:06.732] ,,49,nan,nan
[2020-04-08 14:59:36.732] ,,49,nan,nan
[2020-04-08 15:02:06.733] ,,48,nan,nan
[2020-04-08 15:04:36.734] ,,48,nan,nan
[2020-04-08 15:07:06.736] ,,48,nan,nan
[2020-04-08 15:09:36.753] ,,48,nan,nan
[2020-04-08 15:12:06.754] ,,48,nan,nan
[2020-04-08 15:14:36.755] ,,48,nan,nan
[2020-04-08 15:17:06.756] ,,48,nan,nan
[2020-04-08 15:19:36.758] ,,48,nan,nan
[2020-04-08 15:22:06.759] ,,48,nan,nan
[2020-04-08 15:24:36.776] ,,48,nan,nan
[2020-04-08 15:27:06.777] ,,48,nan,nan
[2020-04-08 15:29:36.779] ,,48,nan,nan
[2020-04-08 15:32:06.781] ,,48,nan,nan
[2020-04-08 15:34:36.782] ,,48,nan,nan
[2020-04-08 15:37:06.783] ,,48,nan,nan
[2020-04-08 15:39:36.785] ,,48,nan,nan
[2020-04-08 15:42:06.786] ,,48,nan,nan
[2020-04-08 15:44:36.803] ,,48,nan,nan
[2020-04-08 15:47:06.805] ,,48,nan,nan
[2020-04-08 15:49:36.806] ,,48,nan,nan
[2020-04-08 15:52:06.807] ,,48,nan,nan
[2020-04-08 15:54:36.808] ,,48,nan,nan
[2020-04-08 15:57:06.809] ,,48,nan,nan
[2020-04-08 15:59:36.826] ,,48,nan,nan
[2020-04-08 16:02:06.827] ,,48,nan,nan
[2020-04-08 16:04:36.828] ,,48,nan,nan
[2020-04-08 16:07:06.830] ,,48,nan,nan
[2020-04-08 16:09:36.831] ,,48,nan,nan
[2020-04-08 16:12:06.832] ,,48,nan,nan
[2020-04-08 16:14:36.833] ,,48,nan,nan
[2020-04-08 16:17:06.850] ,,48,nan,nan
[2020-04-08 16:19:36.851] ,,48,nan,nan
[2020-04-08 16:22:06.853] ,,48,nan,nan
[2020-04-08 16:24:36.855] ,,48,nan,nan
[2020-04-08 16:27:06.856] ,,48,nan,nan
[2020-04-08 16:29:36.857] ,,48,nan,nan
[2020-04-08 16:32:06.859] ,,48,nan,nan
[2020-04-08 16:34:36.876] ,,48,nan,nan
[2020-04-08 16:37:06.877] ,,48,nan,nan
[2020-04-08 16:39:36.878] ,,48,nan,nan
[2020-04-08 16:42:06.879] ,,48,nan,nan
[2020-04-08 16:44:36.880] ,,48,nan,nan
[2020-04-08 16:47:06.881] ,,48,nan,nan
[2020-04-08 16:49:36.898] ,,48,nan,nan
[2020-04-08 16:52:06.899] ,,48,nan,nan
[2020-04-08 16:54:36.900] ,,48,nan,nan
[2020-04-08 16:57:06.901] ,,47,nan,nan
[2020-04-08 16:59:36.902] ,,48,nan,nan
[2020-04-08 17:02:06.903] ,,47,nan,nan
[2020-04-08 17:04:36.919] ,,47,nan,nan
[2020-04-08 17:07:06.920] ,,47,nan,nan
[2020-04-08 17:09:36.922] ,,47,nan,nan
[2020-04-08 17:12:06.923] ,,47,nan,nan
[2020-04-08 17:14:36.924] ,,47,nan,nan
[2020-04-08 17:17:06.926] ,,47,nan,nan
[2020-04-08 17:19:36.927] ,,47,nan,nan
[2020-04-08 17:22:06.929] ,,47,nan,nan
[2020-04-08 17:24:36.945] ,,48,nan,nan
[2020-04-08 17:27:06.948] ,,47,nan,nan
[2020-04-08 17:29:36.949] ,,47,nan,nan
[2020-04-08 17:32:06.950] ,,47,nan,nan
[2020-04-08 17:34:36.952] ,,47,nan,nan
[2020-04-08 17:37:06.953] ,,47,nan,nan
[2020-04-08 17:39:36.954] ,,47,nan,nan
[2020-04-08 17:42:06.971] ,,47,nan,nan
[2020-04-08 17:44:36.974] ,,47,nan,nan
[2020-04-08 17:47:06.976] ,,47,nan,nan
[2020-04-08 17:49:36.977] ,,47,nan,nan
[2020-04-08 17:52:06.993] ,,47,nan,nan
[2020-04-08 17:54:36.979] ,,47,nan,nan
[2020-04-08 17:57:06.980] ,,47,nan,nan
[2020-04-08 17:59:36.996] ,,47,nan,nan
[2020-04-08 18:02:06.998] ,,47,nan,nan
[2020-04-08 18:04:37.000] ,,47,nan,nan
[2020-04-08 18:07:07.001] ,,47,nan,nan
[2020-04-08 18:09:37.002] ,,47,nan,nan
[2020-04-08 18:12:07.003] ,,47,nan,nan
[2020-04-08 18:14:37.004] ,,47,nan,nan
[2020-04-08 18:17:07.021] ,,47,nan,nan
[2020-04-08 18:19:37.022] ,,47,nan,nan
[2020-04-08 18:22:07.023] ,,47,nan,nan
[2020-04-08 18:24:37.025] ,,47,nan,nan
[2020-04-08 18:27:07.027] ,,47,nan,nan
[2020-04-08 18:29:37.028] ,,47,nan,nan
[2020-04-08 18:32:07.029] ,,47,nan,nan
[2020-04-08 18:34:37.045] ,,47,nan,nan
[2020-04-08 18:37:07.047] ,,47,nan,nan
[2020-04-08 18:39:37.048] ,,47,nan,nan
[2020-04-08 18:42:07.050] ,,47,nan,nan
[2020-04-08 18:44:37.051] ,,47,nan,nan
[2020-04-08 18:47:07.053] ,,47,nan,nan
[2020-04-08 18:49:37.070] ,,47,nan,nan
[2020-04-08 18:52:07.071] ,,47,nan,nan
[2020-04-08 18:54:37.072] ,,47,nan,nan
[2020-04-08 18:57:07.073] ,,47,nan,nan
[2020-04-08 18:59:37.074] ,,47,nan,nan
[2020-04-08 19:02:07.076] ,,47,nan,nan
[2020-04-08 19:04:37.077] ,,47,nan,nan
[2020-04-08 19:07:07.079] ,,47,nan,nan
[2020-04-08 19:09:37.096] ,,47,nan,nan
[2020-04-08 19:12:07.097] ,,47,nan,nan
[2020-04-08 19:14:37.098] ,,47,nan,nan
[2020-04-08 19:17:07.100] ,,47,nan,nan
[2020-04-08 19:19:37.101] ,,47,nan,nan
[2020-04-08 19:22:07.102] ,,47,nan,nan
[2020-04-08 19:24:37.118] ,,47,nan,nan
[2020-04-08 19:27:07.120] ,,47,nan,nan
[2020-04-08 19:29:37.121] ,,47,nan,nan
[2020-04-08 19:32:07.123] ,,47,nan,nan
[2020-04-08 19:34:37.124] ,,47,nan,nan
[2020-04-08 19:37:07.125] ,,47,nan,nan
[2020-04-08 19:39:37.126] ,,47,nan,nan
[2020-04-08 19:42:07.144] ,,47,nan,nan
[2020-04-08 19:44:37.145] ,,47,nan,nan
[2020-04-08 19:47:07.147] ,,47,nan,nan
[2020-04-08 19:49:37.150] ,,47,nan,nan
[2020-04-08 19:52:07.152] ,,47,nan,nan
[2020-04-08 19:54:37.153] ,,47,nan,nan
[2020-04-08 19:57:07.155] ,,47,nan,nan
[2020-04-08 19:59:37.156] ,,47,nan,nan
[2020-04-08 20:02:07.174] ,,47,nan,nan
[2020-04-08 20:04:37.175] ,,47,nan,nan
[2020-04-08 20:07:07.176] ,,47,nan,nan
[2020-04-08 20:09:37.193] ,,47,nan,nan
[2020-04-08 20:12:07.179] ,,47,nan,nan
[2020-04-08 20:14:37.180] ,,47,nan,nan
[2020-04-08 20:17:07.182] ,,47,nan,nan
[2020-04-08 20:19:37.199] ,,47,nan,nan
[2020-04-08 20:22:07.200] ,,47,nan,nan
[2020-04-08 20:24:37.203] ,,47,nan,nan
[2020-04-08 20:27:07.204] ,,47,nan,nan
[2020-04-08 20:29:37.205] ,,47,nan,nan
[2020-04-08 20:32:07.206] ,,47,nan,nan
[2020-04-08 20:34:37.209] ,,47,nan,nan
[2020-04-08 20:37:07.211] ,,47,nan,nan
[2020-04-08 20:39:37.228] ,,47,nan,nan
[2020-04-08 20:42:07.230] ,,47,nan,nan
[2020-04-08 20:44:37.232] ,,47,nan,nan
[2020-04-08 20:47:07.234] ,,47,nan,nan
[2020-04-08 20:49:37.235] ,,47,nan,nan
[2020-04-08 20:52:07.236] ,,47,nan,nan
[2020-04-08 20:54:37.238] ,,47,nan,nan
[2020-04-08 20:57:07.239] ,,47,nan,nan
[2020-04-08 20:59:37.240] ,,47,nan,nan
[2020-04-08 21:02:07.257] ,,47,nan,nan
[2020-04-08 21:04:37.259] ,,47,nan,nan
[2020-04-08 21:07:07.261] ,,47,nan,nan
[2020-04-08 21:09:37.262] ,,47,nan,nan
[2020-04-08 21:12:07.264] ,,47,nan,nan
